id,name,category,cuisine,serving,serving_grams,calories,protein,carbs,fat,sugar,source,imageUrl,imageQuery
5339,Cucur Jagung Potato - large portion,Snacks,Malaysia,large portion,187.5,424.0,8.8,55.0,18.8,7.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cucur%20jagung%20potato%20portion%20malaysia%20food,cucur jagung potato portion malaysia food
5340,Cucur Jagung Potato - party portion,Snacks,Malaysia,party portion,375.0,848.0,17.5,110.0,37.5,15.0,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cucur%20jagung%20potato%20party%20portion%20malaysia%20food,cucur jagung potato party portion malaysia food
5341,Cucur Jagung Cheese,Snacks,Malaysia,1 serving,145.0,394.0,11.0,38.0,22.0,6.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?cucur%20jagung%20cheese%20malaysia%20food,cucur jagung cheese malaysia food
5342,Cucur Jagung Cheese - small portion,Snacks,Malaysia,small portion,108.8,295.0,8.2,28.5,16.5,4.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cucur%20jagung%20cheese%20portion%20malaysia%20food,cucur jagung cheese portion malaysia food
5343,Cucur Jagung Cheese - large portion,Snacks,Malaysia,large portion,181.2,493.0,13.8,47.5,27.5,7.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cucur%20jagung%20cheese%20portion%20malaysia%20food,cucur jagung cheese portion malaysia food
5344,Cucur Jagung Cheese - party portion,Snacks,Malaysia,party portion,362.5,985.0,27.5,95.0,55.0,15.0,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cucur%20jagung%20cheese%20party%20portion%20malaysia%20food,cucur jagung cheese party portion malaysia food
5345,Cucur Jagung Peanut Sauce,Snacks,Malaysia,1 serving,145.0,384.0,9.0,42.0,20.0,8.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?cucur%20jagung%20peanut%20sauce%20malaysia%20food,cucur jagung peanut sauce malaysia food
5346,Cucur Jagung Peanut Sauce - small portion,Snacks,Malaysia,small portion,108.8,288.0,6.8,31.5,15.0,6.0,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cucur%20jagung%20peanut%20sauce%20portion%20malaysia%20food,cucur jagung peanut sauce portion malaysia food
5347,Cucur Jagung Peanut Sauce - large portion,Snacks,Malaysia,large portion,181.2,480.0,11.2,52.5,25.0,10.0,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cucur%20jagung%20peanut%20sauce%20portion%20malaysia%20food,cucur jagung peanut sauce portion malaysia food
5348,Cucur Jagung Peanut Sauce - party portion,Snacks,Malaysia,party portion,362.5,960.0,22.5,105.0,50.0,20.0,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cucur%20jagung%20peanut%20sauce%20party%20portion%20malaysia%20food,cucur jagung peanut sauce party portion malaysia food
5349,Cucur Jagung Chili Sauce,Snacks,Malaysia,1 serving,130.0,314.0,6.0,41.0,14.0,9.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?cucur%20jagung%20chili%20sauce%20malaysia%20food,cucur jagung chili sauce malaysia food
5350,Cucur Jagung Chili Sauce - small portion,Snacks,Malaysia,small portion,97.5,236.0,4.5,30.8,10.5,6.8,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cucur%20jagung%20chili%20sauce%20portion%20malaysia%20food,cucur jagung chili sauce portion malaysia food
5351,Cucur Jagung Chili Sauce - large portion,Snacks,Malaysia,large portion,162.5,392.0,7.5,51.2,17.5,11.2,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cucur%20jagung%20chili%20sauce%20portion%20malaysia%20food,cucur jagung chili sauce portion malaysia food
5352,Cucur Jagung Chili Sauce - party portion,Snacks,Malaysia,party portion,325.0,785.0,15.0,102.5,35.0,22.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cucur%20jagung%20chili%20sauce%20party%20portion%20malaysia%20food,cucur jagung chili sauce party portion malaysia food
5353,Cucur Jagung Baked,Snacks,Malaysia,1 serving,120.0,249.0,6.0,36.0,9.0,5.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?cucur%20jagung%20baked%20malaysia%20food,cucur jagung baked malaysia food
5354,Cucur Jagung Baked - small portion,Snacks,Malaysia,small portion,90.0,187.0,4.5,27.0,6.8,3.8,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cucur%20jagung%20baked%20portion%20malaysia%20food,cucur jagung baked portion malaysia food
5355,Cucur Jagung Baked - large portion,Snacks,Malaysia,large portion,150.0,311.0,7.5,45.0,11.2,6.2,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cucur%20jagung%20baked%20portion%20malaysia%20food,cucur jagung baked portion malaysia food
5356,Cucur Jagung Baked - party portion,Snacks,Malaysia,party portion,300.0,622.0,15.0,90.0,22.5,12.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cucur%20jagung%20baked%20party%20portion%20malaysia%20food,cucur jagung baked party portion malaysia food
5357,Cucur Jagung Less Oil,Snacks,Malaysia,1 serving,120.0,249.0,6.0,36.0,9.0,5.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?cucur%20jagung%20oil%20malaysia%20food,cucur jagung oil malaysia food
5358,Cucur Jagung Less Oil - small portion,Snacks,Malaysia,small portion,90.0,187.0,4.5,27.0,6.8,3.8,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cucur%20jagung%20oil%20portion%20malaysia%20food,cucur jagung oil portion malaysia food
5359,Cucur Jagung Less Oil - large portion,Snacks,Malaysia,large portion,150.0,311.0,7.5,45.0,11.2,6.2,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cucur%20jagung%20oil%20portion%20malaysia%20food,cucur jagung oil portion malaysia food
5360,Cucur Jagung Less Oil - party portion,Snacks,Malaysia,party portion,300.0,622.0,15.0,90.0,22.5,12.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cucur%20jagung%20oil%20party%20portion%20malaysia%20food,cucur jagung oil party portion malaysia food
5361,Cucur Ikan Bilis,Snacks,Malaysia,1 serving,120.0,294.0,6.0,36.0,14.0,5.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?fish%20dish,fish dish
5362,Cucur Ikan Bilis - small portion,Snacks,Malaysia,small portion,90.0,220.0,4.5,27.0,10.5,3.8,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?fish%20dish,fish dish
5363,Cucur Ikan Bilis - large portion,Snacks,Malaysia,large portion,150.0,368.0,7.5,45.0,17.5,6.2,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?fish%20dish,fish dish
5364,Cucur Ikan Bilis - party portion,Snacks,Malaysia,party portion,300.0,735.0,15.0,90.0,35.0,12.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?fish%20dish,fish dish
5365,Cucur Ikan Bilis Spicy,Snacks,Malaysia,1 serving,125.0,311.0,6.0,38.0,15.0,6.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?fish%20dish,fish dish
5366,Cucur Ikan Bilis Spicy - small portion,Snacks,Malaysia,small portion,93.8,233.0,4.5,28.5,11.2,4.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?fish%20dish,fish dish
5367,Cucur Ikan Bilis Spicy - large portion,Snacks,Malaysia,large portion,156.2,389.0,7.5,47.5,18.8,7.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?fish%20dish,fish dish
5368,Cucur Ikan Bilis Spicy - party portion,Snacks,Malaysia,party portion,312.5,778.0,15.0,95.0,37.5,15.0,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?fish%20dish,fish dish
5369,Cucur Ikan Bilis Chicken,Snacks,Malaysia,1 serving,150.0,366.0,14.0,37.0,18.0,5.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
5370,Cucur Ikan Bilis Chicken - small portion,Snacks,Malaysia,small portion,112.5,275.0,10.5,27.8,13.5,3.8,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
5371,Cucur Ikan Bilis Chicken - large portion,Snacks,Malaysia,large portion,187.5,457.0,17.5,46.2,22.5,6.2,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
5372,Cucur Ikan Bilis Chicken - party portion,Snacks,Malaysia,party portion,375.0,915.0,35.0,92.5,45.0,12.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
5373,Cucur Ikan Bilis Sardine,Snacks,Malaysia,1 serving,150.0,375.0,14.0,37.0,19.0,5.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?fish%20dish,fish dish
5374,Cucur Ikan Bilis Sardine - small portion,Snacks,Malaysia,small portion,112.5,281.0,10.5,27.8,14.2,3.8,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?fish%20dish,fish dish
5375,Cucur Ikan Bilis Sardine - large portion,Snacks,Malaysia,large portion,187.5,469.0,17.5,46.2,23.8,6.2,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?fish%20dish,fish dish
5376,Cucur Ikan Bilis Sardine - party portion,Snacks,Malaysia,party portion,375.0,938.0,35.0,92.5,47.5,12.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?fish%20dish,fish dish
5377,Cucur Ikan Bilis Potato,Snacks,Malaysia,1 serving,150.0,339.0,7.0,44.0,15.0,6.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?fish%20dish,fish dish
5378,Cucur Ikan Bilis Potato - small portion,Snacks,Malaysia,small portion,112.5,254.0,5.2,33.0,11.2,4.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?fish%20dish,fish dish
5379,Cucur Ikan Bilis Potato - large portion,Snacks,Malaysia,large portion,187.5,424.0,8.8,55.0,18.8,7.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?fish%20dish,fish dish
5380,Cucur Ikan Bilis Potato - party portion,Snacks,Malaysia,party portion,375.0,848.0,17.5,110.0,37.5,15.0,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?fish%20dish,fish dish
5381,Cucur Ikan Bilis Cheese,Snacks,Malaysia,1 serving,145.0,394.0,11.0,38.0,22.0,6.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?fish%20dish,fish dish
5382,Cucur Ikan Bilis Cheese - small portion,Snacks,Malaysia,small portion,108.8,295.0,8.2,28.5,16.5,4.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?fish%20dish,fish dish
5383,Cucur Ikan Bilis Cheese - large portion,Snacks,Malaysia,large portion,181.2,493.0,13.8,47.5,27.5,7.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?fish%20dish,fish dish
5384,Cucur Ikan Bilis Cheese - party portion,Snacks,Malaysia,party portion,362.5,985.0,27.5,95.0,55.0,15.0,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?fish%20dish,fish dish
5385,Cucur Ikan Bilis Peanut Sauce,Snacks,Malaysia,1 serving,145.0,384.0,9.0,42.0,20.0,8.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?fish%20dish,fish dish
5386,Cucur Ikan Bilis Peanut Sauce - small portion,Snacks,Malaysia,small portion,108.8,288.0,6.8,31.5,15.0,6.0,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?fish%20dish,fish dish
5387,Cucur Ikan Bilis Peanut Sauce - large portion,Snacks,Malaysia,large portion,181.2,480.0,11.2,52.5,25.0,10.0,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?fish%20dish,fish dish
5388,Cucur Ikan Bilis Peanut Sauce - party portion,Snacks,Malaysia,party portion,362.5,960.0,22.5,105.0,50.0,20.0,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?fish%20dish,fish dish
5389,Cucur Ikan Bilis Chili Sauce,Snacks,Malaysia,1 serving,130.0,314.0,6.0,41.0,14.0,9.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?fish%20dish,fish dish
5390,Cucur Ikan Bilis Chili Sauce - small portion,Snacks,Malaysia,small portion,97.5,236.0,4.5,30.8,10.5,6.8,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?fish%20dish,fish dish
5391,Cucur Ikan Bilis Chili Sauce - large portion,Snacks,Malaysia,large portion,162.5,392.0,7.5,51.2,17.5,11.2,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?fish%20dish,fish dish
5392,Cucur Ikan Bilis Chili Sauce - party portion,Snacks,Malaysia,party portion,325.0,785.0,15.0,102.5,35.0,22.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?fish%20dish,fish dish
5393,Cucur Ikan Bilis Baked,Snacks,Malaysia,1 serving,120.0,249.0,6.0,36.0,9.0,5.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?fish%20dish,fish dish
5394,Cucur Ikan Bilis Baked - small portion,Snacks,Malaysia,small portion,90.0,187.0,4.5,27.0,6.8,3.8,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?fish%20dish,fish dish
5395,Cucur Ikan Bilis Baked - large portion,Snacks,Malaysia,large portion,150.0,311.0,7.5,45.0,11.2,6.2,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?fish%20dish,fish dish
5396,Cucur Ikan Bilis Baked - party portion,Snacks,Malaysia,party portion,300.0,622.0,15.0,90.0,22.5,12.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?fish%20dish,fish dish
5397,Cucur Ikan Bilis Less Oil,Snacks,Malaysia,1 serving,120.0,249.0,6.0,36.0,9.0,5.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?fish%20dish,fish dish
5398,Cucur Ikan Bilis Less Oil - small portion,Snacks,Malaysia,small portion,90.0,187.0,4.5,27.0,6.8,3.8,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?fish%20dish,fish dish
5399,Cucur Ikan Bilis Less Oil - large portion,Snacks,Malaysia,large portion,150.0,311.0,7.5,45.0,11.2,6.2,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?fish%20dish,fish dish
5400,Cucur Ikan Bilis Less Oil - party portion,Snacks,Malaysia,party portion,300.0,622.0,15.0,90.0,22.5,12.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?fish%20dish,fish dish
5401,Cekodok Pisang - party portion,Snacks,Malaysia,party portion,300.0,735.0,15.0,90.0,35.0,12.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cekodok%20pisang%20party%20portion%20malaysia%20food,cekodok pisang party portion malaysia food
5402,Cekodok Pisang Spicy - small portion,Snacks,Malaysia,small portion,93.8,233.0,4.5,28.5,11.2,4.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cekodok%20pisang%20portion%20malaysia%20food,cekodok pisang portion malaysia food
5403,Cekodok Pisang Spicy - large portion,Snacks,Malaysia,large portion,156.2,389.0,7.5,47.5,18.8,7.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cekodok%20pisang%20portion%20malaysia%20food,cekodok pisang portion malaysia food
5404,Cekodok Pisang Spicy - party portion,Snacks,Malaysia,party portion,312.5,778.0,15.0,95.0,37.5,15.0,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cekodok%20pisang%20party%20portion%20malaysia%20food,cekodok pisang party portion malaysia food
5405,Cekodok Pisang Chicken,Snacks,Malaysia,1 serving,150.0,366.0,14.0,37.0,18.0,5.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
5406,Cekodok Pisang Chicken - small portion,Snacks,Malaysia,small portion,112.5,275.0,10.5,27.8,13.5,3.8,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
5407,Cekodok Pisang Chicken - large portion,Snacks,Malaysia,large portion,187.5,457.0,17.5,46.2,22.5,6.2,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
5408,Cekodok Pisang Chicken - party portion,Snacks,Malaysia,party portion,375.0,915.0,35.0,92.5,45.0,12.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
5409,Cekodok Pisang Sardine,Snacks,Malaysia,1 serving,150.0,375.0,14.0,37.0,19.0,5.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?cekodok%20pisang%20sardine%20malaysia%20food,cekodok pisang sardine malaysia food
5410,Cekodok Pisang Sardine - small portion,Snacks,Malaysia,small portion,112.5,281.0,10.5,27.8,14.2,3.8,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cekodok%20pisang%20sardine%20portion%20malaysia%20food,cekodok pisang sardine portion malaysia food
5411,Cekodok Pisang Sardine - large portion,Snacks,Malaysia,large portion,187.5,469.0,17.5,46.2,23.8,6.2,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cekodok%20pisang%20sardine%20portion%20malaysia%20food,cekodok pisang sardine portion malaysia food
5412,Cekodok Pisang Sardine - party portion,Snacks,Malaysia,party portion,375.0,938.0,35.0,92.5,47.5,12.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cekodok%20pisang%20sardine%20party%20portion%20malaysia%20food,cekodok pisang sardine party portion malaysia food
5413,Cekodok Pisang Potato,Snacks,Malaysia,1 serving,150.0,339.0,7.0,44.0,15.0,6.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?cekodok%20pisang%20potato%20malaysia%20food,cekodok pisang potato malaysia food
5414,Cekodok Pisang Potato - small portion,Snacks,Malaysia,small portion,112.5,254.0,5.2,33.0,11.2,4.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cekodok%20pisang%20potato%20portion%20malaysia%20food,cekodok pisang potato portion malaysia food
5415,Cekodok Pisang Potato - large portion,Snacks,Malaysia,large portion,187.5,424.0,8.8,55.0,18.8,7.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cekodok%20pisang%20potato%20portion%20malaysia%20food,cekodok pisang potato portion malaysia food
5416,Cekodok Pisang Potato - party portion,Snacks,Malaysia,party portion,375.0,848.0,17.5,110.0,37.5,15.0,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cekodok%20pisang%20potato%20party%20portion%20malaysia%20food,cekodok pisang potato party portion malaysia food
5417,Cekodok Pisang Cheese,Snacks,Malaysia,1 serving,145.0,394.0,11.0,38.0,22.0,6.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?cekodok%20pisang%20cheese%20malaysia%20food,cekodok pisang cheese malaysia food
5418,Cekodok Pisang Cheese - small portion,Snacks,Malaysia,small portion,108.8,295.0,8.2,28.5,16.5,4.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cekodok%20pisang%20cheese%20portion%20malaysia%20food,cekodok pisang cheese portion malaysia food
5419,Cekodok Pisang Cheese - large portion,Snacks,Malaysia,large portion,181.2,493.0,13.8,47.5,27.5,7.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cekodok%20pisang%20cheese%20portion%20malaysia%20food,cekodok pisang cheese portion malaysia food
5420,Cekodok Pisang Cheese - party portion,Snacks,Malaysia,party portion,362.5,985.0,27.5,95.0,55.0,15.0,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cekodok%20pisang%20cheese%20party%20portion%20malaysia%20food,cekodok pisang cheese party portion malaysia food
5421,Cekodok Pisang Peanut Sauce,Snacks,Malaysia,1 serving,145.0,384.0,9.0,42.0,20.0,8.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?cekodok%20pisang%20peanut%20sauce%20malaysia%20food,cekodok pisang peanut sauce malaysia food
5422,Cekodok Pisang Peanut Sauce - small portion,Snacks,Malaysia,small portion,108.8,288.0,6.8,31.5,15.0,6.0,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cekodok%20pisang%20peanut%20sauce%20portion%20malaysia%20food,cekodok pisang peanut sauce portion malaysia food
5423,Cekodok Pisang Peanut Sauce - large portion,Snacks,Malaysia,large portion,181.2,480.0,11.2,52.5,25.0,10.0,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cekodok%20pisang%20peanut%20sauce%20portion%20malaysia%20food,cekodok pisang peanut sauce portion malaysia food
5424,Cekodok Pisang Peanut Sauce - party portion,Snacks,Malaysia,party portion,362.5,960.0,22.5,105.0,50.0,20.0,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cekodok%20pisang%20peanut%20sauce%20party%20portion%20malaysia%20food,cekodok pisang peanut sauce party portion malaysia food
5425,Cekodok Pisang Chili Sauce,Snacks,Malaysia,1 serving,130.0,314.0,6.0,41.0,14.0,9.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?cekodok%20pisang%20chili%20sauce%20malaysia%20food,cekodok pisang chili sauce malaysia food
5426,Cekodok Pisang Chili Sauce - small portion,Snacks,Malaysia,small portion,97.5,236.0,4.5,30.8,10.5,6.8,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cekodok%20pisang%20chili%20sauce%20portion%20malaysia%20food,cekodok pisang chili sauce portion malaysia food
5427,Cekodok Pisang Chili Sauce - large portion,Snacks,Malaysia,large portion,162.5,392.0,7.5,51.2,17.5,11.2,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cekodok%20pisang%20chili%20sauce%20portion%20malaysia%20food,cekodok pisang chili sauce portion malaysia food
5428,Cekodok Pisang Chili Sauce - party portion,Snacks,Malaysia,party portion,325.0,785.0,15.0,102.5,35.0,22.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cekodok%20pisang%20chili%20sauce%20party%20portion%20malaysia%20food,cekodok pisang chili sauce party portion malaysia food
5429,Cekodok Pisang Baked,Snacks,Malaysia,1 serving,120.0,249.0,6.0,36.0,9.0,5.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?cekodok%20pisang%20baked%20malaysia%20food,cekodok pisang baked malaysia food
5430,Cekodok Pisang Baked - small portion,Snacks,Malaysia,small portion,90.0,187.0,4.5,27.0,6.8,3.8,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cekodok%20pisang%20baked%20portion%20malaysia%20food,cekodok pisang baked portion malaysia food
5431,Cekodok Pisang Baked - large portion,Snacks,Malaysia,large portion,150.0,311.0,7.5,45.0,11.2,6.2,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cekodok%20pisang%20baked%20portion%20malaysia%20food,cekodok pisang baked portion malaysia food
5432,Cekodok Pisang Baked - party portion,Snacks,Malaysia,party portion,300.0,622.0,15.0,90.0,22.5,12.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cekodok%20pisang%20baked%20party%20portion%20malaysia%20food,cekodok pisang baked party portion malaysia food
5433,Cekodok Pisang Less Oil,Snacks,Malaysia,1 serving,120.0,249.0,6.0,36.0,9.0,5.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?cekodok%20pisang%20oil%20malaysia%20food,cekodok pisang oil malaysia food
5434,Cekodok Pisang Less Oil - small portion,Snacks,Malaysia,small portion,90.0,187.0,4.5,27.0,6.8,3.8,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cekodok%20pisang%20oil%20portion%20malaysia%20food,cekodok pisang oil portion malaysia food
5435,Cekodok Pisang Less Oil - large portion,Snacks,Malaysia,large portion,150.0,311.0,7.5,45.0,11.2,6.2,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cekodok%20pisang%20oil%20portion%20malaysia%20food,cekodok pisang oil portion malaysia food
5436,Cekodok Pisang Less Oil - party portion,Snacks,Malaysia,party portion,300.0,622.0,15.0,90.0,22.5,12.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?cekodok%20pisang%20oil%20party%20portion%20malaysia%20food,cekodok pisang oil party portion malaysia food
5437,Pisang Goreng - party portion,Snacks,Malaysia,party portion,300.0,735.0,15.0,90.0,35.0,12.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?pisang%20goreng%20party%20portion%20malaysia%20food,pisang goreng party portion malaysia food
5438,Pisang Goreng Spicy - small portion,Snacks,Malaysia,small portion,93.8,233.0,4.5,28.5,11.2,4.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?pisang%20goreng%20portion%20malaysia%20food,pisang goreng portion malaysia food
5439,Pisang Goreng Spicy - large portion,Snacks,Malaysia,large portion,156.2,389.0,7.5,47.5,18.8,7.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?pisang%20goreng%20portion%20malaysia%20food,pisang goreng portion malaysia food
5440,Pisang Goreng Spicy - party portion,Snacks,Malaysia,party portion,312.5,778.0,15.0,95.0,37.5,15.0,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?pisang%20goreng%20party%20portion%20malaysia%20food,pisang goreng party portion malaysia food
5441,Pisang Goreng Chicken,Snacks,Malaysia,1 serving,150.0,366.0,14.0,37.0,18.0,5.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
5442,Pisang Goreng Chicken - small portion,Snacks,Malaysia,small portion,112.5,275.0,10.5,27.8,13.5,3.8,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
5443,Pisang Goreng Chicken - large portion,Snacks,Malaysia,large portion,187.5,457.0,17.5,46.2,22.5,6.2,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
5444,Pisang Goreng Chicken - party portion,Snacks,Malaysia,party portion,375.0,915.0,35.0,92.5,45.0,12.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
5445,Pisang Goreng Sardine,Snacks,Malaysia,1 serving,150.0,375.0,14.0,37.0,19.0,5.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?pisang%20goreng%20sardine%20malaysia%20food,pisang goreng sardine malaysia food
5446,Pisang Goreng Sardine - small portion,Snacks,Malaysia,small portion,112.5,281.0,10.5,27.8,14.2,3.8,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?pisang%20goreng%20sardine%20portion%20malaysia%20food,pisang goreng sardine portion malaysia food
5447,Pisang Goreng Sardine - large portion,Snacks,Malaysia,large portion,187.5,469.0,17.5,46.2,23.8,6.2,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?pisang%20goreng%20sardine%20portion%20malaysia%20food,pisang goreng sardine portion malaysia food
5448,Pisang Goreng Sardine - party portion,Snacks,Malaysia,party portion,375.0,938.0,35.0,92.5,47.5,12.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?pisang%20goreng%20sardine%20party%20portion%20malaysia%20food,pisang goreng sardine party portion malaysia food
5449,Pisang Goreng Potato,Snacks,Malaysia,1 serving,150.0,339.0,7.0,44.0,15.0,6.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?pisang%20goreng%20potato%20malaysia%20food,pisang goreng potato malaysia food
5450,Pisang Goreng Potato - small portion,Snacks,Malaysia,small portion,112.5,254.0,5.2,33.0,11.2,4.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?pisang%20goreng%20potato%20portion%20malaysia%20food,pisang goreng potato portion malaysia food
5451,Pisang Goreng Potato - large portion,Snacks,Malaysia,large portion,187.5,424.0,8.8,55.0,18.8,7.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?pisang%20goreng%20potato%20portion%20malaysia%20food,pisang goreng potato portion malaysia food
5452,Pisang Goreng Potato - party portion,Snacks,Malaysia,party portion,375.0,848.0,17.5,110.0,37.5,15.0,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?pisang%20goreng%20potato%20party%20portion%20malaysia%20food,pisang goreng potato party portion malaysia food
5453,Pisang Goreng Cheese,Snacks,Malaysia,1 serving,145.0,394.0,11.0,38.0,22.0,6.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?pisang%20goreng%20cheese%20malaysia%20food,pisang goreng cheese malaysia food
